ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_REC,BILL_AVG,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
81,470000.0,2,3,3,33,0,0,0,0,0,0,165254.0,102470.5,6400.0,7566.0,3000.0,960.0,1000.0,3000.0,0
82,360000.0,2,1,2,26,0,0,0,0,0,-1,23411.0,49150.5,4796.0,3400.0,3100.0,146900.0,196.0,2963.0,0
83,60000.0,1,3,2,30,0,0,0,0,0,0,26324.0,23927.666666666668,1576.0,1213.0,648.0,768.0,1140.0,0.0,1
84,400000.0,2,2,1,44,0,0,2,0,0,0,131595.0,116825.33333333333,10700.0,3.0,3050.0,3000.0,3200.0,2800.0,0
85,50000.0,2,3,2,49,0,0,0,0,0,0,48909.0,29583.166666666668,1676.0,1302.0,700.0,699.0,849.0,826.0,0
86,160000.0,1,2,2,33,0,0,0,0,0,0,130028.0,111168.83333333333,4400.0,3547.0,80000.0,4500.0,4800.0,4500.0,0
87,360000.0,2,1,1,45,-1,-1,2,0,-1,-1,390.0,585.0,1170.0,0.0,0.0,390.0,390.0,390.0,1
88,160000.0,2,2,2,32,0,0,0,0,0,-1,3826.0,5270.5,1147.0,2000.0,2000.0,0.0,766.0,2303.0,0
89,130000.0,2,1,1,35,0,0,0,-1,-1,-1,81313.0,37755.666666666664,40000.0,5000.0,1330.0,7095.0,1190.0,2090.0,0
90,20000.0,1,3,2,44,2,2,0,0,0,2,8583.0,10218.166666666666,0.0,1651.0,1000.0,2000.0,0.0,1500.0,0
91,200000.0,1,1,1,53,2,2,2,2,2,2,138180.0,143694.5,6300.0,5500.0,5500.0,5500.0,5000.0,5000.0,1
92,280000.0,2,1,2,39,-1,-1,-1,0,0,-2,7524.0,2560.0,0.0,3968.0,0.0,0.0,0.0,0.0,0
93,100000.0,2,1,2,27,-2,-2,-2,-2,-2,-2,-2000.0,592.5,7555.0,0.0,0.0,0.0,0.0,0.0,0
94,160000.0,2,2,1,37,-1,-1,-1,-1,-1,-2,880.0,693.6666666666666,1602.0,840.0,840.0,0.0,0.0,7736.0,0
95,60000.0,2,2,2,23,0,0,0,0,0,0,45648.0,32973.166666666664,1937.0,1301.0,682.0,690.0,816.0,835.0,0
96,90000.0,1,2,2,35,0,0,0,0,0,0,83725.0,59119.333333333336,3621.0,3597.0,1179.0,1112.0,1104.0,1143.0,0
97,360000.0,1,1,1,43,-1,-1,-1,-1,-1,0,3967.0,9743.333333333334,8339.0,3394.0,12902.0,27000.0,0.0,68978.0,0
98,150000.0,1,1,2,27,0,0,0,0,0,0,86009.0,79901.83333333333,4031.0,10006.0,3266.0,4040.0,1698.0,800.0,0
99,50000.0,2,3,1,22,0,0,0,0,0,0,18722.0,13965.666666666666,1411.0,1194.0,379.0,281.0,321.0,197.0,0
100,20000.0,1,2,1,38,0,0,0,0,0,-1,17973.0,15536.166666666666,1699.0,1460.0,626.0,1750.0,150.0,0.0,1
101,140000.0,1,1,2,32,-2,-2,-2,-2,-2,-2,672.0,2279.8333333333335,10212.0,850.0,415.0,100.0,1430.0,0.0,0
102,380000.0,2,1,2,30,-2,-2,-1,0,0,0,-81.0,22100.333333333332,223.0,33178.0,1171.0,1197.0,1250.0,5000.0,0
103,480000.0,1,1,1,63,0,0,0,2,2,0,422069.0,460169.1666666667,16078.0,55693.0,17000.0,0.0,18000.0,24200.0,0
104,50000.0,2,3,2,22,0,0,0,0,0,0,44698.0,34227.666666666664,1767.0,1362.0,1002.0,840.0,995.0,904.0,1
105,60000.0,2,2,2,26,2,2,2,2,2,0,56685.0,57006.333333333336,0.0,5000.0,2511.0,6.0,3000.0,3000.0,0
106,70000.0,2,2,2,24,-1,-1,-2,-2,-2,-1,5580.0,5351.5,0.0,0.0,0.0,0.0,26529.0,2000.0,0
107,80000.0,2,2,1,36,-1,-1,-1,-1,-1,-1,6108.0,2977.5,2861.0,3279.0,3319.0,1150.0,1150.0,1035.0,0
108,350000.0,1,1,2,52,-1,-1,-1,-1,-1,-1,713.0,1831.1666666666667,2272.0,722.0,867.0,1150.0,5263.0,5011.0,0
109,130000.0,1,2,2,38,0,0,0,-1,-1,-1,171438.0,113489.66666666667,10908.0,0.0,133657.0,4566.0,133841.0,4796.0,0
110,360000.0,1,2,1,35,1,-2,-2,-2,-2,-2,-103.0,-103.0,0.0,0.0,0.0,0.0,0.0,0.0,0
111,330000.0,2,1,1,31,0,0,2,0,0,0,105879.0,106596.66666666667,9260.0,0.0,3593.0,4100.0,15794.0,0.0,0
112,50000.0,1,3,1,47,0,0,2,0,0,0,13244.0,15523.166666666666,2000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0
113,280000.0,1,2,1,41,2,2,2,2,2,3,135673.0,142501.33333333334,6500.0,0.0,14254.0,14850.0,0.0,5000.0,0
114,100000.0,2,1,2,24,0,0,0,0,0,0,52128.0,55864.333333333336,2000.0,2677.0,3076.0,5080.0,3000.0,2033.0,0
115,50000.0,1,2,2,41,0,0,0,0,0,0,19015.0,19851.666666666668,1340.0,1305.0,700.0,718.0,724.0,684.0,0
116,30000.0,1,1,2,24,-1,2,0,0,3,2,18199.0,19610.0,0.0,1312.0,3000.0,0.0,1000.0,1000.0,1
117,240000.0,1,1,2,28,-1,-1,-1,-1,-1,-1,326.0,1242.6666666666667,326.0,326.0,5676.0,476.0,326.0,526.0,0
118,80000.0,1,2,2,26,2,0,0,0,0,0,14029.0,16503.666666666668,2000.0,1700.0,1000.0,1000.0,1000.0,1000.0,1
119,400000.0,1,2,1,34,-1,-1,-1,-1,-1,-1,19660.0,11971.333333333334,9677.0,11867.0,7839.0,14837.0,7959.0,5712.0,0
120,240000.0,2,2,2,38,0,0,0,0,-1,-1,50254.0,34950.5,2000.0,3000.0,3000.0,1307.0,1203.0,563.0,0
121,50000.0,1,3,2,37,2,2,2,3,2,2,46004.0,48374.166666666664,1000.0,4035.0,1000.0,1400.0,2800.0,0.0,1
122,450000.0,1,1,1,40,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
123,110000.0,2,1,1,48,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
124,310000.0,2,2,1,35,2,0,0,0,0,0,304991.0,271089.6666666667,13019.0,11128.0,8407.0,8599.0,6833.0,5987.0,1
125,20000.0,1,1,2,27,0,0,0,0,0,0,19115.0,18683.333333333332,1404.0,1130.0,600.0,861.0,313.0,0.0,0
126,20000.0,1,2,2,23,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
127,200000.0,1,3,2,52,0,0,0,0,0,0,110151.0,102947.5,3568.0,3585.0,3602.0,3848.0,3669.0,3784.0,0
128,180000.0,1,1,1,36,0,0,0,0,0,0,163736.0,111480.33333333333,4655.0,2690.0,2067.0,2142.0,2217.0,1000.0,1
129,50000.0,1,2,1,51,0,0,0,0,0,0,3347.0,5091.333333333333,1000.0,1066.0,1300.0,1500.0,1200.0,134.0,1
130,60000.0,1,3,1,55,3,2,2,0,0,0,60521.0,44020.833333333336,2504.0,7.0,1200.0,1200.0,1100.0,1500.0,0
131,30000.0,2,1,2,23,1,-2,-2,-2,-1,-1,4000.0,5462.666666666667,5645.0,3508.0,27.0,13771.0,5911.0,3024.0,0
132,240000.0,1,1,2,41,1,-1,-1,0,0,-1,95.0,1879.8333333333333,2622.0,3301.0,0.0,360.0,1737.0,924.0,0
133,420000.0,1,2,1,34,0,0,0,0,0,0,253454.0,224985.16666666666,9744.0,9553.0,7603.0,7830.0,7253.0,11326.0,0
134,330000.0,1,3,1,46,0,0,0,0,0,0,227389.0,228219.5,8210.0,8095.0,8025.0,8175.0,8391.0,8200.0,0
135,30000.0,2,2,2,22,0,0,0,0,0,0,28452.0,20580.333333333332,2000.0,1400.0,0.0,500.0,0.0,1560.0,0
136,240000.0,1,2,1,34,0,0,0,2,2,2,10674.0,12951.333333333334,1500.0,1800.0,0.0,1000.0,0.0,327.0,0
137,150000.0,1,1,2,27,0,0,0,0,0,0,17444.0,23471.5,2500.0,3000.0,3000.0,3000.0,3500.0,5000.0,0
138,210000.0,2,2,1,33,0,0,0,0,0,0,7166.0,7209.333333333333,1500.0,1500.0,1000.0,500.0,2000.0,546.0,0
139,50000.0,2,3,1,51,-1,-1,-1,-1,-2,-2,752.0,1155.3333333333333,300.0,5880.0,0.0,0.0,0.0,0.0,1
140,50000.0,1,1,2,24,0,0,0,0,0,0,50801.0,34721.666666666664,2360.0,1700.0,1000.0,900.0,870.0,2130.0,0
141,240000.0,1,1,2,47,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
142,180000.0,1,2,2,28,-1,-1,-1,-1,-1,-1,1832.0,638.0,0.0,416.0,332.0,500.0,3500.0,832.0,0
143,50000.0,1,2,2,23,1,2,2,2,0,0,10131.0,16581.166666666668,1000.0,10000.0,400.0,700.0,800.0,600.0,0
144,170000.0,1,2,2,29,-2,-2,-2,-2,-2,-2,12159.0,11331.333333333334,10000.0,10000.0,10000.0,9983.0,15863.0,10000.0,0
145,20000.0,1,1,2,29,-1,-1,-1,-1,0,-1,1199.0,4418.333333333333,15586.0,344.0,2340.0,4702.0,339.0,330.0,0
146,50000.0,1,1,2,28,0,0,0,0,0,3,4999.0,8030.666666666667,1000.0,1500.0,2000.0,1583.0,1100.0,0.0,0
147,170000.0,2,2,2,27,0,0,0,0,0,0,19269.0,17502.0,1661.0,1200.0,351.0,358.0,182.0,0.0,1
148,200000.0,1,1,2,34,1,2,0,0,0,0,197236.0,132378.83333333334,8000.0,5000.0,55500.0,5000.0,5000.0,8500.0,0
149,80000.0,2,2,1,23,1,2,3,2,0,0,9168.0,10325.0,1650.0,0.0,0.0,379.0,2091.0,1.0,0
150,260000.0,2,1,1,60,1,-2,-1,-1,-1,-1,-1100.0,3506.3333333333335,0.0,22500.0,0.0,969.0,1000.0,0.0,0
151,140000.0,1,2,1,32,0,0,0,0,2,0,86627.0,68553.83333333333,3455.0,3110.0,5000.0,0.0,2100.0,2602.0,0
152,80000.0,1,1,2,25,0,0,0,0,0,0,42444.0,42754.666666666664,30000.0,3000.0,6000.0,8000.0,2000.0,14000.0,0
153,350000.0,1,1,2,41,1,-1,-1,-1,-1,-2,208.0,790.6666666666666,2906.0,1000.0,630.0,0.0,0.0,0.0,0
154,280000.0,2,2,1,56,0,0,0,0,0,0,208775.0,161936.83333333334,8042.0,6700.0,5137.0,100000.0,7000.0,6321.0,0
155,30000.0,2,3,2,26,0,0,0,0,0,0,9014.0,11678.666666666666,1700.0,1500.0,1000.0,1500.0,1500.0,1500.0,0
156,140000.0,1,1,1,34,0,0,0,0,0,0,23944.0,37163.333333333336,5000.0,5000.0,11885.0,5000.0,3000.0,5504.0,0
157,200000.0,2,1,2,37,0,0,0,0,0,0,105420.0,95901.16666666667,4000.0,3250.0,3250.0,3500.0,3560.0,5000.0,0
158,200000.0,2,3,2,30,0,0,0,0,0,0,196031.0,169693.33333333334,7300.0,7108.0,7680.0,6200.0,5000.0,4500.0,0
159,210000.0,1,3,1,45,2,3,4,4,4,4,115785.0,134241.83333333334,10478.0,10478.0,11078.0,11078.0,11678.0,10478.0,1
160,50000.0,1,3,1,57,3,2,0,0,0,0,12854.0,13314.0,0.0,1600.0,500.0,500.0,600.0,600.0,0
161,30000.0,1,1,2,41,2,2,2,2,2,0,24357.0,27099.333333333332,3500.0,0.0,2200.0,0.0,1200.0,1250.0,0
162,50000.0,1,2,2,27,2,-1,-1,-1,-1,2,390.0,566.0,390.0,780.0,216.0,864.0,0.0,390.0,0
163,290000.0,1,3,1,47,-1,-1,-1,-1,0,-1,1234.0,606.1666666666666,396.0,396.0,792.0,0.0,423.0,369.0,0
164,250000.0,2,1,1,34,0,0,2,0,0,0,141223.0,153157.0,17994.0,0.0,5469.0,5656.0,6811.0,3920.0,0
165,60000.0,2,2,1,46,0,0,0,0,0,0,21148.0,25050.666666666668,3000.0,1500.0,1500.0,1000.0,1500.0,1500.0,0
166,110000.0,2,1,2,27,0,0,0,0,0,0,101640.0,89889.83333333333,5500.0,3900.0,3000.0,2900.0,3000.0,2800.0,0
167,370000.0,1,1,2,50,-2,-2,-2,-2,-2,-2,6093.0,10511.666666666666,15383.0,8204.0,15413.0,4792.0,13453.0,4699.0,0
168,100000.0,1,2,1,27,-1,2,2,0,0,0,102349.0,51681.5,3166.0,0.0,1330.0,1398.0,12.0,50000.0,0
169,90000.0,2,2,1,35,0,0,0,0,0,2,72112.0,78825.16666666667,3500.0,3500.0,3652.0,10000.0,4000.0,0.0,0
170,50000.0,2,2,2,22,0,0,0,0,0,0,28040.0,28559.833333333332,1510.0,1442.0,982.0,1017.0,1277.0,567.0,0
171,270000.0,1,2,2,37,0,0,0,0,0,0,37695.0,30034.833333333332,5000.0,2000.0,3000.0,4000.0,3000.0,2000.0,0
172,300000.0,2,1,2,30,-1,-1,-1,-1,-1,-1,688.0,1963.3333333333333,3288.0,0.0,4340.0,2672.0,800.0,746.0,0
173,50000.0,2,2,2,22,-1,0,0,0,0,0,8567.0,8964.5,15000.0,1000.0,149.0,0.0,5000.0,10000.0,0
174,50000.0,2,1,2,24,1,-2,-2,-2,-2,-2,-709.0,-1928.1666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1
175,360000.0,1,1,2,29,1,-2,-1,-1,-2,-2,0.0,12.833333333333334,0.0,77.0,0.0,0.0,0.0,0.0,0
176,130000.0,1,3,1,56,1,2,2,2,2,3,64617.0,68429.16666666667,3000.0,3000.0,3000.0,5500.0,0.0,0.0,1
177,80000.0,1,1,2,30,-2,-1,0,0,0,0,6187.0,2604.0,504.0,500.0,1000.0,500.0,3500.0,0.0,0
178,50000.0,1,2,2,30,1,2,0,0,0,2,48860.0,36747.166666666664,0.0,1500.0,1000.0,2000.0,0.0,2000.0,0
179,20000.0,2,2,2,22,0,0,0,0,0,0,16001.0,13985.666666666666,1212.0,1201.0,500.0,1500.0,1500.0,1000.0,0
180,80000.0,2,2,1,29,0,0,2,0,0,0,77883.0,53926.5,5800.0,1000.0,600.0,400.0,1000.0,0.0,0
181,240000.0,1,1,2,37,-1,-1,2,0,0,-1,12212.0,19710.166666666668,15000.0,0.0,2000.0,0.0,1256.0,65935.0,0
182,80000.0,2,3,2,35,0,-1,0,0,0,0,49608.0,21581.166666666668,12500.0,6500.0,3000.0,2000.0,3000.0,2000.0,0
183,500000.0,2,1,1,47,0,0,0,0,0,0,56422.0,96540.5,70010.0,30357.0,30000.0,20000.0,52183.0,20000.0,0
184,60000.0,2,2,1,24,0,0,0,0,0,0,58024.0,37073.833333333336,2500.0,1600.0,3000.0,1000.0,737.0,2000.0,1
185,20000.0,1,2,2,25,0,0,0,0,0,-1,10642.0,8484.0,1200.0,1593.0,601.0,135.0,1824.0,0.0,0
186,100000.0,2,2,1,38,1,2,0,0,2,0,14483.0,15391.833333333334,0.0,1600.0,1500.0,0.0,1000.0,1500.0,1
187,360000.0,2,1,2,32,1,-1,-1,-1,-1,-1,2616.0,27257.666666666668,57087.0,5295.0,68454.0,13889.0,16250.0,38313.0,0
188,200000.0,2,3,2,47,2,2,2,2,2,2,199436.0,197097.0,8214.0,7000.0,6800.0,7134.0,0.0,6836.0,1
189,130000.0,2,2,1,34,1,-1,0,0,0,0,0.0,9623.666666666666,5396.0,5000.0,3500.0,501.0,1000.0,2000.0,0
190,20000.0,2,2,2,31,1,4,4,4,3,2,21703.0,20965.333333333332,0.0,1000.0,0.0,0.0,760.0,0.0,0
191,310000.0,1,1,2,32,0,0,0,0,0,0,59901.0,58956.666666666664,10020.0,6031.0,10057.0,5028.0,5060.0,4223.0,0
192,60000.0,2,1,2,27,2,0,0,0,2,0,19625.0,21669.666666666668,1342.0,1664.0,2000.0,0.0,900.0,846.0,1
193,180000.0,2,1,2,29,-1,-1,-1,-2,-1,0,11386.0,7642.333333333333,199.0,0.0,0.0,17227.0,341.0,5114.0,0
194,180000.0,2,1,2,24,-1,-1,2,0,0,-2,14670.0,11373.166666666666,37867.0,0.0,200.0,0.0,0.0,0.0,0
